DT,DT_round,DT_floor,Measurement,Value
2024-05-03T14:00:00Z,2024-05-03T14:00:00Z,2024-05-03T14:00:00Z,FDOM,2.24
2024-05-03T14:00:00Z,2024-05-03T14:00:00Z,2024-05-03T14:00:00Z,DO,10.42
2024-05-03T14:00:00Z,2024-05-03T14:00:00Z,2024-05-03T14:00:00Z,DO_Sat,NA
2024-05-03T14:00:00Z,2024-05-03T14:00:00Z,2024-05-03T14:00:00Z,Chl-a,0.03
2024-05-03T14:00:00Z,2024-05-03T14:00:00Z,2024-05-03T14:00:00Z,Temperature,NA
2024-05-03T13:45:00Z,2024-05-03T13:45:00Z,2024-05-03T13:45:00Z,Depth,1.35
2024-05-03T13:45:00Z,2024-05-03T13:45:00Z,2024-05-03T13:45:00Z,pH,7.57
2024-05-03T13:45:00Z,2024-05-03T13:45:00Z,2024-05-03T13:45:00Z,Turbidity,9.46
2024-05-03T13:45:00Z,2024-05-03T13:45:00Z,2024-05-03T13:45:00Z,Specific_Conductivity,66.54
2024-05-03T13:45:00Z,2024-05-03T13:45:00Z,2024-05-03T13:45:00Z,FDOM,2.25
2024-05-03T13:45:00Z,2024-05-03T13:45:00Z,2024-05-03T13:45:00Z,DO,10.43
2024-05-03T13:45:00Z,2024-05-03T13:45:00Z,2024-05-03T13:45:00Z,DO_Sat,NA
2024-05-03T13:45:00Z,2024-05-03T13:45:00Z,2024-05-03T13:45:00Z,Chl-a,0.03
2024-05-03T13:45:00Z,2024-05-03T13:45:00Z,2024-05-03T13:45:00Z,Temperature,1.99
2024-05-03T13:30:00Z,2024-05-03T13:30:00Z,2024-05-03T13:30:00Z,Depth,1.35
2024-05-03T13:30:00Z,2024-05-03T13:30:00Z,2024-05-03T13:30:00Z,pH,7.58
2024-05-03T13:30:00Z,2024-05-03T13:30:00Z,2024-05-03T13:30:00Z,Turbidity,9.58
2024-05-03T13:30:00Z,2024-05-03T13:30:00Z,2024-05-03T13:30:00Z,Specific_Conductivity,66.57
2024-05-03T13:30:00Z,2024-05-03T13:30:00Z,2024-05-03T13:30:00Z,FDOM,2.25
2024-05-03T13:30:00Z,2024-05-03T13:30:00Z,2024-05-03T13:30:00Z,DO,10.43
2024-05-03T13:30:00Z,2024-05-03T13:30:00Z,2024-05-03T13:30:00Z,DO_Sat,NA
2024-05-03T13:30:00Z,2024-05-03T13:30:00Z,2024-05-03T13:30:00Z,Chl-a,0.03
2024-05-03T13:30:00Z,2024-05-03T13:30:00Z,2024-05-03T13:30:00Z,Temperature,1.96
2024-05-03T13:15:00Z,2024-05-03T13:15:00Z,2024-05-03T13:15:00Z,Depth,1.35
2024-05-03T13:15:00Z,2024-05-03T13:15:00Z,2024-05-03T13:15:00Z,pH,7.58
2024-05-03T13:15:00Z,2024-05-03T13:15:00Z,2024-05-03T13:15:00Z,Turbidity,8.51
2024-05-03T13:15:00Z,2024-05-03T13:15:00Z,2024-05-03T13:15:00Z,Specific_Conductivity,66.56
2024-05-03T13:15:00Z,2024-05-03T13:15:00Z,2024-05-03T13:15:00Z,FDOM,2.25
2024-05-03T13:15:00Z,2024-05-03T13:15:00Z,2024-05-03T13:15:00Z,DO,10.44
2024-05-03T13:15:00Z,2024-05-03T13:15:00Z,2024-05-03T13:15:00Z,DO_Sat,NA
2024-05-03T13:15:00Z,2024-05-03T13:15:00Z,2024-05-03T13:15:00Z,Chl-a,0.03
2024-05-03T13:15:00Z,2024-05-03T13:15:00Z,2024-05-03T13:15:00Z,Temperature,1.95
2024-05-03T13:00:00Z,2024-05-03T13:00:00Z,2024-05-03T13:00:00Z,Depth,1.34
2024-05-03T13:00:00Z,2024-05-03T13:00:00Z,2024-05-03T13:00:00Z,pH,7.57
2024-05-03T13:00:00Z,2024-05-03T13:00:00Z,2024-05-03T13:00:00Z,Turbidity,9.16
2024-05-03T13:00:00Z,2024-05-03T13:00:00Z,2024-05-03T13:00:00Z,Specific_Conductivity,66.47
2024-05-03T13:00:00Z,2024-05-03T13:00:00Z,2024-05-03T13:00:00Z,FDOM,2.24
2024-05-03T13:00:00Z,2024-05-03T13:00:00Z,2024-05-03T13:00:00Z,DO,10.42
2024-05-03T13:00:00Z,2024-05-03T13:00:00Z,2024-05-03T13:00:00Z,DO_Sat,NA
2024-05-03T13:00:00Z,2024-05-03T13:00:00Z,2024-05-03T13:00:00Z,Chl-a,0.03
2024-05-03T13:00:00Z,2024-05-03T13:00:00Z,2024-05-03T13:00:00Z,Temperature,NA
2024-05-03T12:45:00Z,2024-05-03T12:45:00Z,2024-05-03T12:45:00Z,Depth,1.37
2024-05-03T12:45:00Z,2024-05-03T12:45:00Z,2024-05-03T12:45:00Z,pH,7.57
2024-05-03T12:45:00Z,2024-05-03T12:45:00Z,2024-05-03T12:45:00Z,Turbidity,7.74
2024-05-03T12:45:00Z,2024-05-03T12:45:00Z,2024-05-03T12:45:00Z,Specific_Conductivity,66.44
2024-05-03T12:45:00Z,2024-05-03T12:45:00Z,2024-05-03T12:45:00Z,FDOM,2.24
2024-05-03T12:45:00Z,2024-05-03T12:45:00Z,2024-05-03T12:45:00Z,DO,10.42
2024-05-03T12:45:00Z,2024-05-03T12:45:00Z,2024-05-03T12:45:00Z,DO_Sat,NA
2024-05-03T12:45:00Z,2024-05-03T12:45:00Z,2024-05-03T12:45:00Z,Chl-a,0.03
2024-05-03T12:45:00Z,2024-05-03T12:45:00Z,2024-05-03T12:45:00Z,Temperature,1.97
2024-05-03T12:30:00Z,2024-05-03T12:30:00Z,2024-05-03T12:30:00Z,Depth,1.37
2024-05-03T12:30:00Z,2024-05-03T12:30:00Z,2024-05-03T12:30:00Z,pH,7.53
2024-05-03T12:30:00Z,2024-05-03T12:30:00Z,2024-05-03T12:30:00Z,Turbidity,8.28
2024-05-03T12:30:00Z,2024-05-03T12:30:00Z,2024-05-03T12:30:00Z,Specific_Conductivity,66.46
2024-05-03T12:30:00Z,2024-05-03T12:30:00Z,2024-05-03T12:30:00Z,FDOM,2.24
2024-05-03T12:30:00Z,2024-05-03T12:30:00Z,2024-05-03T12:30:00Z,DO,10.39
2024-05-03T12:30:00Z,2024-05-03T12:30:00Z,2024-05-03T12:30:00Z,DO_Sat,NA
2024-05-03T12:30:00Z,2024-05-03T12:30:00Z,2024-05-03T12:30:00Z,Chl-a,0.03
2024-05-03T12:30:00Z,2024-05-03T12:30:00Z,2024-05-03T12:30:00Z,Temperature,1.99
2024-05-03T12:15:00Z,2024-05-03T12:15:00Z,2024-05-03T12:15:00Z,Depth,1.36
2024-05-03T12:15:00Z,2024-05-03T12:15:00Z,2024-05-03T12:15:00Z,pH,7.56
2024-05-03T12:15:00Z,2024-05-03T12:15:00Z,2024-05-03T12:15:00Z,Turbidity,8.82
2024-05-03T12:15:00Z,2024-05-03T12:15:00Z,2024-05-03T12:15:00Z,Specific_Conductivity,65.86
2024-05-03T12:15:00Z,2024-05-03T12:15:00Z,2024-05-03T12:15:00Z,FDOM,2.23
2024-05-03T12:15:00Z,2024-05-03T12:15:00Z,2024-05-03T12:15:00Z,DO,10.37
2024-05-03T12:15:00Z,2024-05-03T12:15:00Z,2024-05-03T12:15:00Z,DO_Sat,NA
2024-05-03T12:15:00Z,2024-05-03T12:15:00Z,2024-05-03T12:15:00Z,Chl-a,0.04
2024-05-03T12:15:00Z,2024-05-03T12:15:00Z,2024-05-03T12:15:00Z,Temperature,2.02
2024-05-03T12:00:00Z,2024-05-03T12:00:00Z,2024-05-03T12:00:00Z,Depth,1.38
2024-05-03T12:00:00Z,2024-05-03T12:00:00Z,2024-05-03T12:00:00Z,pH,7.54
2024-05-03T12:00:00Z,2024-05-03T12:00:00Z,2024-05-03T12:00:00Z,Turbidity,9.86
2024-05-03T12:00:00Z,2024-05-03T12:00:00Z,2024-05-03T12:00:00Z,Specific_Conductivity,65.77
2024-05-03T12:00:00Z,2024-05-03T12:00:00Z,2024-05-03T12:00:00Z,FDOM,2.24
2024-05-03T12:00:00Z,2024-05-03T12:00:00Z,2024-05-03T12:00:00Z,DO,10.37
2024-05-03T12:00:00Z,2024-05-03T12:00:00Z,2024-05-03T12:00:00Z,DO_Sat,NA
2024-05-03T12:00:00Z,2024-05-03T12:00:00Z,2024-05-03T12:00:00Z,Chl-a,0.03
2024-05-03T12:00:00Z,2024-05-03T12:00:00Z,2024-05-03T12:00:00Z,Temperature,NA
2024-05-03T11:45:00Z,2024-05-03T11:45:00Z,2024-05-03T11:45:00Z,Depth,1.38
2024-05-03T11:45:00Z,2024-05-03T11:45:00Z,2024-05-03T11:45:00Z,pH,7.53
2024-05-03T11:45:00Z,2024-05-03T11:45:00Z,2024-05-03T11:45:00Z,Turbidity,8.89
2024-05-03T11:45:00Z,2024-05-03T11:45:00Z,2024-05-03T11:45:00Z,Specific_Conductivity,65.46
2024-05-03T11:45:00Z,2024-05-03T11:45:00Z,2024-05-03T11:45:00Z,FDOM,2.23
2024-05-03T11:45:00Z,2024-05-03T11:45:00Z,2024-05-03T11:45:00Z,DO,10.35
2024-05-03T11:45:00Z,2024-05-03T11:45:00Z,2024-05-03T11:45:00Z,DO_Sat,NA
2024-05-03T11:45:00Z,2024-05-03T11:45:00Z,2024-05-03T11:45:00Z,Chl-a,0.03
2024-05-03T11:45:00Z,2024-05-03T11:45:00Z,2024-05-03T11:45:00Z,Temperature,2.1
2024-05-03T11:30:00Z,2024-05-03T11:30:00Z,2024-05-03T11:30:00Z,Depth,1.35
2024-05-03T11:30:00Z,2024-05-03T11:30:00Z,2024-05-03T11:30:00Z,pH,7.57
2024-05-03T11:30:00Z,2024-05-03T11:30:00Z,2024-05-03T11:30:00Z,Turbidity,10.01
2024-05-03T11:30:00Z,2024-05-03T11:30:00Z,2024-05-03T11:30:00Z,Specific_Conductivity,65.82
2024-05-03T11:30:00Z,2024-05-03T11:30:00Z,2024-05-03T11:30:00Z,FDOM,2.23
2024-05-03T11:30:00Z,2024-05-03T11:30:00Z,2024-05-03T11:30:00Z,DO,10.35
2024-05-03T11:30:00Z,2024-05-03T11:30:00Z,2024-05-03T11:30:00Z,DO_Sat,NA
2024-05-03T11:30:00Z,2024-05-03T11:30:00Z,2024-05-03T11:30:00Z,Chl-a,0.03
2024-05-03T11:30:00Z,2024-05-03T11:30:00Z,2024-05-03T11:30:00Z,Temperature,2.13
2024-05-03T11:15:00Z,2024-05-03T11:15:00Z,2024-05-03T11:15:00Z,Depth,1.35
2024-05-03T11:15:00Z,2024-05-03T11:15:00Z,2024-05-03T11:15:00Z,pH,7.58
2024-05-03T11:15:00Z,2024-05-03T11:15:00Z,2024-05-03T11:15:00Z,Turbidity,10.13
2024-05-03T11:15:00Z,2024-05-03T11:15:00Z,2024-05-03T11:15:00Z,Specific_Conductivity,65.75
2024-05-03T11:15:00Z,2024-05-03T11:15:00Z,2024-05-03T11:15:00Z,FDOM,2.23
2024-05-03T11:15:00Z,2024-05-03T11:15:00Z,2024-05-03T11:15:00Z,DO,10.33
2024-05-03T11:15:00Z,2024-05-03T11:15:00Z,2024-05-03T11:15:00Z,DO_Sat,NA
2024-05-03T11:15:00Z,2024-05-03T11:15:00Z,2024-05-03T11:15:00Z,Chl-a,0.03
2024-05-03T11:15:00Z,2024-05-03T11:15:00Z,2024-05-03T11:15:00Z,Temperature,2.17
2024-05-03T11:00:00Z,2024-05-03T11:00:00Z,2024-05-03T11:00:00Z,Depth,1.35
2024-05-03T11:00:00Z,2024-05-03T11:00:00Z,2024-05-03T11:00:00Z,pH,7.53
2024-05-03T11:00:00Z,2024-05-03T11:00:00Z,2024-05-03T11:00:00Z,Turbidity,9.13
2024-05-03T11:00:00Z,2024-05-03T11:00:00Z,2024-05-03T11:00:00Z,Specific_Conductivity,65.89
2024-05-03T11:00:00Z,2024-05-03T11:00:00Z,2024-05-03T11:00:00Z,FDOM,2.2
2024-05-03T11:00:00Z,2024-05-03T11:00:00Z,2024-05-03T11:00:00Z,DO,10.33
2024-05-03T11:00:00Z,2024-05-03T11:00:00Z,2024-05-03T11:00:00Z,DO_Sat,NA
2024-05-03T11:00:00Z,2024-05-03T11:00:00Z,2024-05-03T11:00:00Z,Chl-a,0.03
2024-05-03T11:00:00Z,2024-05-03T11:00:00Z,2024-05-03T11:00:00Z,Temperature,NA
2024-05-03T10:45:00Z,2024-05-03T10:45:00Z,2024-05-03T10:45:00Z,Depth,1.38
2024-05-03T10:45:00Z,2024-05-03T10:45:00Z,2024-05-03T10:45:00Z,pH,7.55
2024-05-03T10:45:00Z,2024-05-03T10:45:00Z,2024-05-03T10:45:00Z,Turbidity,9.05
2024-05-03T10:45:00Z,2024-05-03T10:45:00Z,2024-05-03T10:45:00Z,Specific_Conductivity,66.02
2024-05-03T10:45:00Z,2024-05-03T10:45:00Z,2024-05-03T10:45:00Z,FDOM,2.2
2024-05-03T10:45:00Z,2024-05-03T10:45:00Z,2024-05-03T10:45:00Z,DO,10.31
2024-05-03T10:45:00Z,2024-05-03T10:45:00Z,2024-05-03T10:45:00Z,DO_Sat,NA
2024-05-03T10:45:00Z,2024-05-03T10:45:00Z,2024-05-03T10:45:00Z,Chl-a,0.03
2024-05-03T10:45:00Z,2024-05-03T10:45:00Z,2024-05-03T10:45:00Z,Temperature,2.26
2024-05-03T10:30:00Z,2024-05-03T10:30:00Z,2024-05-03T10:30:00Z,Depth,1.37
2024-05-03T10:30:00Z,2024-05-03T10:30:00Z,2024-05-03T10:30:00Z,pH,7.58
2024-05-03T10:30:00Z,2024-05-03T10:30:00Z,2024-05-03T10:30:00Z,Turbidity,10.57
2024-05-03T10:30:00Z,2024-05-03T10:30:00Z,2024-05-03T10:30:00Z,Specific_Conductivity,65.94
2024-05-03T10:30:00Z,2024-05-03T10:30:00Z,2024-05-03T10:30:00Z,FDOM,2.23
2024-05-03T10:30:00Z,2024-05-03T10:30:00Z,2024-05-03T10:30:00Z,DO,10.3
2024-05-03T10:30:00Z,2024-05-03T10:30:00Z,2024-05-03T10:30:00Z,DO_Sat,NA
2024-05-03T10:30:00Z,2024-05-03T10:30:00Z,2024-05-03T10:30:00Z,Chl-a,0.03
2024-05-03T10:30:00Z,2024-05-03T10:30:00Z,2024-05-03T10:30:00Z,Temperature,2.31
2024-05-03T10:15:00Z,2024-05-03T10:15:00Z,2024-05-03T10:15:00Z,Depth,1.39
2024-05-03T10:15:00Z,2024-05-03T10:15:00Z,2024-05-03T10:15:00Z,pH,7.55
2024-05-03T10:15:00Z,2024-05-03T10:15:00Z,2024-05-03T10:15:00Z,Turbidity,13
2024-05-03T10:15:00Z,2024-05-03T10:15:00Z,2024-05-03T10:15:00Z,Specific_Conductivity,65.9
2024-05-03T10:15:00Z,2024-05-03T10:15:00Z,2024-05-03T10:15:00Z,FDOM,2.24
2024-05-03T10:15:00Z,2024-05-03T10:15:00Z,2024-05-03T10:15:00Z,DO,10.3
2024-05-03T10:15:00Z,2024-05-03T10:15:00Z,2024-05-03T10:15:00Z,DO_Sat,NA
2024-05-03T10:15:00Z,2024-05-03T10:15:00Z,2024-05-03T10:15:00Z,Chl-a,0.03
2024-05-03T10:15:00Z,2024-05-03T10:15:00Z,2024-05-03T10:15:00Z,Temperature,2.35
2024-05-03T10:00:00Z,2024-05-03T10:00:00Z,2024-05-03T10:00:00Z,Depth,1.38
2024-05-03T10:00:00Z,2024-05-03T10:00:00Z,2024-05-03T10:00:00Z,pH,7.57
2024-05-03T10:00:00Z,2024-05-03T10:00:00Z,2024-05-03T10:00:00Z,Turbidity,9.73
2024-05-03T10:00:00Z,2024-05-03T10:00:00Z,2024-05-03T10:00:00Z,Specific_Conductivity,65.97
2024-05-03T10:00:00Z,2024-05-03T10:00:00Z,2024-05-03T10:00:00Z,FDOM,2.24
2024-05-03T10:00:00Z,2024-05-03T10:00:00Z,2024-05-03T10:00:00Z,DO,10.29
2024-05-03T10:00:00Z,2024-05-03T10:00:00Z,2024-05-03T10:00:00Z,DO_Sat,NA
2024-05-03T10:00:00Z,2024-05-03T10:00:00Z,2024-05-03T10:00:00Z,Chl-a,0.03
2024-05-03T10:00:00Z,2024-05-03T10:00:00Z,2024-05-03T10:00:00Z,Temperature,NA
2024-05-03T09:45:00Z,2024-05-03T09:45:00Z,2024-05-03T09:45:00Z,Depth,1.4
2024-05-03T09:45:00Z,2024-05-03T09:45:00Z,2024-05-03T09:45:00Z,pH,7.56
2024-05-03T09:45:00Z,2024-05-03T09:45:00Z,2024-05-03T09:45:00Z,Turbidity,9.29
2024-05-03T09:45:00Z,2024-05-03T09:45:00Z,2024-05-03T09:45:00Z,Specific_Conductivity,65.94
2024-05-03T09:45:00Z,2024-05-03T09:45:00Z,2024-05-03T09:45:00Z,FDOM,2.23
2024-05-03T09:45:00Z,2024-05-03T09:45:00Z,2024-05-03T09:45:00Z,DO,10.29
2024-05-03T09:45:00Z,2024-05-03T09:45:00Z,2024-05-03T09:45:00Z,DO_Sat,NA
2024-05-03T09:45:00Z,2024-05-03T09:45:00Z,2024-05-03T09:45:00Z,Chl-a,0.03
2024-05-03T09:45:00Z,2024-05-03T09:45:00Z,2024-05-03T09:45:00Z,Temperature,2.4
2024-05-03T09:30:00Z,2024-05-03T09:30:00Z,2024-05-03T09:30:00Z,Depth,1.39
2024-05-03T09:30:00Z,2024-05-03T09:30:00Z,2024-05-03T09:30:00Z,pH,7.56
2024-05-03T09:30:00Z,2024-05-03T09:30:00Z,2024-05-03T09:30:00Z,Turbidity,8.01
2024-05-03T09:30:00Z,2024-05-03T09:30:00Z,2024-05-03T09:30:00Z,Specific_Conductivity,65.97
2024-05-03T09:30:00Z,2024-05-03T09:30:00Z,2024-05-03T09:30:00Z,FDOM,2.24
2024-05-03T09:30:00Z,2024-05-03T09:30:00Z,2024-05-03T09:30:00Z,DO,10.27
2024-05-03T09:30:00Z,2024-05-03T09:30:00Z,2024-05-03T09:30:00Z,DO_Sat,NA
2024-05-03T09:30:00Z,2024-05-03T09:30:00Z,2024-05-03T09:30:00Z,Chl-a,0.03
2024-05-03T09:30:00Z,2024-05-03T09:30:00Z,2024-05-03T09:30:00Z,Temperature,2.42
2024-05-03T09:15:00Z,2024-05-03T09:15:00Z,2024-05-03T09:15:00Z,Depth,1.38
2024-05-03T09:15:00Z,2024-05-03T09:15:00Z,2024-05-03T09:15:00Z,pH,7.55
2024-05-03T09:15:00Z,2024-05-03T09:15:00Z,2024-05-03T09:15:00Z,Turbidity,13.52
2024-05-03T09:15:00Z,2024-05-03T09:15:00Z,2024-05-03T09:15:00Z,Specific_Conductivity,66.03
2024-05-03T09:15:00Z,2024-05-03T09:15:00Z,2024-05-03T09:15:00Z,FDOM,2.24
2024-05-03T09:15:00Z,2024-05-03T09:15:00Z,2024-05-03T09:15:00Z,DO,10.28
2024-05-03T09:15:00Z,2024-05-03T09:15:00Z,2024-05-03T09:15:00Z,DO_Sat,NA
2024-05-03T09:15:00Z,2024-05-03T09:15:00Z,2024-05-03T09:15:00Z,Chl-a,0.03
2024-05-03T09:15:00Z,2024-05-03T09:15:00Z,2024-05-03T09:15:00Z,Temperature,2.43
2024-05-03T09:00:00Z,2024-05-03T09:00:00Z,2024-05-03T09:00:00Z,Depth,1.4
2024-05-03T09:00:00Z,2024-05-03T09:00:00Z,2024-05-03T09:00:00Z,pH,7.59
2024-05-03T09:00:00Z,2024-05-03T09:00:00Z,2024-05-03T09:00:00Z,Turbidity,11.21
2024-05-03T09:00:00Z,2024-05-03T09:00:00Z,2024-05-03T09:00:00Z,Specific_Conductivity,65.94
2024-05-03T09:00:00Z,2024-05-03T09:00:00Z,2024-05-03T09:00:00Z,FDOM,2.24
2024-05-03T09:00:00Z,2024-05-03T09:00:00Z,2024-05-03T09:00:00Z,DO,10.28
2024-05-03T09:00:00Z,2024-05-03T09:00:00Z,2024-05-03T09:00:00Z,DO_Sat,NA
2024-05-03T09:00:00Z,2024-05-03T09:00:00Z,2024-05-03T09:00:00Z,Chl-a,0.03
2024-05-03T09:00:00Z,2024-05-03T09:00:00Z,2024-05-03T09:00:00Z,Temperature,NA
2024-05-03T08:45:00Z,2024-05-03T08:45:00Z,2024-05-03T08:45:00Z,Depth,1.4
2024-05-03T08:45:00Z,2024-05-03T08:45:00Z,2024-05-03T08:45:00Z,pH,7.52
2024-05-03T08:45:00Z,2024-05-03T08:45:00Z,2024-05-03T08:45:00Z,Turbidity,9.2
2024-05-03T08:45:00Z,2024-05-03T08:45:00Z,2024-05-03T08:45:00Z,Specific_Conductivity,65.97
2024-05-03T08:45:00Z,2024-05-03T08:45:00Z,2024-05-03T08:45:00Z,FDOM,2.23
2024-05-03T08:45:00Z,2024-05-03T08:45:00Z,2024-05-03T08:45:00Z,DO,10.28
2024-05-03T08:45:00Z,2024-05-03T08:45:00Z,2024-05-03T08:45:00Z,DO_Sat,NA
2024-05-03T08:45:00Z,2024-05-03T08:45:00Z,2024-05-03T08:45:00Z,Chl-a,0.04
2024-05-03T08:45:00Z,2024-05-03T08:45:00Z,2024-05-03T08:45:00Z,Temperature,2.44
2024-05-03T08:30:00Z,2024-05-03T08:30:00Z,2024-05-03T08:30:00Z,Depth,1.41
2024-05-03T08:30:00Z,2024-05-03T08:30:00Z,2024-05-03T08:30:00Z,pH,7.56
2024-05-03T08:30:00Z,2024-05-03T08:30:00Z,2024-05-03T08:30:00Z,Turbidity,9.88
2024-05-03T08:30:00Z,2024-05-03T08:30:00Z,2024-05-03T08:30:00Z,Specific_Conductivity,66.15
2024-05-03T08:30:00Z,2024-05-03T08:30:00Z,2024-05-03T08:30:00Z,FDOM,2.24
2024-05-03T08:30:00Z,2024-05-03T08:30:00Z,2024-05-03T08:30:00Z,DO,10.28
2024-05-03T08:30:00Z,2024-05-03T08:30:00Z,2024-05-03T08:30:00Z,DO_Sat,NA
2024-05-03T08:30:00Z,2024-05-03T08:30:00Z,2024-05-03T08:30:00Z,Chl-a,0.03
2024-05-03T08:30:00Z,2024-05-03T08:30:00Z,2024-05-03T08:30:00Z,Temperature,2.45
2024-05-03T08:15:00Z,2024-05-03T08:15:00Z,2024-05-03T08:15:00Z,Depth,1.39
2024-05-03T08:15:00Z,2024-05-03T08:15:00Z,2024-05-03T08:15:00Z,pH,7.56
2024-05-03T08:15:00Z,2024-05-03T08:15:00Z,2024-05-03T08:15:00Z,Turbidity,9.8
2024-05-03T08:15:00Z,2024-05-03T08:15:00Z,2024-05-03T08:15:00Z,Specific_Conductivity,66.15
2024-05-03T08:15:00Z,2024-05-03T08:15:00Z,2024-05-03T08:15:00Z,FDOM,2.24
2024-05-03T08:15:00Z,2024-05-03T08:15:00Z,2024-05-03T08:15:00Z,DO,10.28
2024-05-03T08:15:00Z,2024-05-03T08:15:00Z,2024-05-03T08:15:00Z,DO_Sat,NA
2024-05-03T08:15:00Z,2024-05-03T08:15:00Z,2024-05-03T08:15:00Z,Chl-a,0.03
2024-05-03T08:15:00Z,2024-05-03T08:15:00Z,2024-05-03T08:15:00Z,Temperature,2.47
2024-05-03T08:00:00Z,2024-05-03T08:00:00Z,2024-05-03T08:00:00Z,Depth,1.4
2024-05-03T08:00:00Z,2024-05-03T08:00:00Z,2024-05-03T08:00:00Z,pH,7.51
2024-05-03T08:00:00Z,2024-05-03T08:00:00Z,2024-05-03T08:00:00Z,Turbidity,8.77
2024-05-03T08:00:00Z,2024-05-03T08:00:00Z,2024-05-03T08:00:00Z,Specific_Conductivity,66.16
2024-05-03T08:00:00Z,2024-05-03T08:00:00Z,2024-05-03T08:00:00Z,FDOM,2.24
2024-05-03T08:00:00Z,2024-05-03T08:00:00Z,2024-05-03T08:00:00Z,DO,10.28
2024-05-03T08:00:00Z,2024-05-03T08:00:00Z,2024-05-03T08:00:00Z,DO_Sat,NA
2024-05-03T08:00:00Z,2024-05-03T08:00:00Z,2024-05-03T08:00:00Z,Chl-a,0.03
2024-05-03T08:00:00Z,2024-05-03T08:00:00Z,2024-05-03T08:00:00Z,Temperature,NA
2024-05-03T07:45:00Z,2024-05-03T07:45:00Z,2024-05-03T07:45:00Z,Depth,1.41
2024-05-03T07:45:00Z,2024-05-03T07:45:00Z,2024-05-03T07:45:00Z,pH,7.56
2024-05-03T07:45:00Z,2024-05-03T07:45:00Z,2024-05-03T07:45:00Z,Turbidity,9.17
2024-05-03T07:45:00Z,2024-05-03T07:45:00Z,2024-05-03T07:45:00Z,Specific_Conductivity,66.04
2024-05-03T07:45:00Z,2024-05-03T07:45:00Z,2024-05-03T07:45:00Z,FDOM,2.24
2024-05-03T07:45:00Z,2024-05-03T07:45:00Z,2024-05-03T07:45:00Z,DO,10.27
2024-05-03T07:45:00Z,2024-05-03T07:45:00Z,2024-05-03T07:45:00Z,DO_Sat,NA
2024-05-03T07:45:00Z,2024-05-03T07:45:00Z,2024-05-03T07:45:00Z,Chl-a,0.03
2024-05-03T07:45:00Z,2024-05-03T07:45:00Z,2024-05-03T07:45:00Z,Temperature,2.51
2024-05-03T07:30:00Z,2024-05-03T07:30:00Z,2024-05-03T07:30:00Z,Depth,1.41
2024-05-03T07:30:00Z,2024-05-03T07:30:00Z,2024-05-03T07:30:00Z,pH,7.57
2024-05-03T07:30:00Z,2024-05-03T07:30:00Z,2024-05-03T07:30:00Z,Turbidity,8.47
2024-05-03T07:30:00Z,2024-05-03T07:30:00Z,2024-05-03T07:30:00Z,Specific_Conductivity,66.1
2024-05-03T07:30:00Z,2024-05-03T07:30:00Z,2024-05-03T07:30:00Z,FDOM,2.23
2024-05-03T07:30:00Z,2024-05-03T07:30:00Z,2024-05-03T07:30:00Z,DO,10.26
2024-05-03T07:30:00Z,2024-05-03T07:30:00Z,2024-05-03T07:30:00Z,DO_Sat,NA
2024-05-03T07:30:00Z,2024-05-03T07:30:00Z,2024-05-03T07:30:00Z,Chl-a,0.03
2024-05-03T07:30:00Z,2024-05-03T07:30:00Z,2024-05-03T07:30:00Z,Temperature,2.54
2024-05-03T07:15:00Z,2024-05-03T07:15:00Z,2024-05-03T07:15:00Z,Depth,1.44
2024-05-03T07:15:00Z,2024-05-03T07:15:00Z,2024-05-03T07:15:00Z,pH,7.57
2024-05-03T07:15:00Z,2024-05-03T07:15:00Z,2024-05-03T07:15:00Z,Turbidity,9.91
2024-05-03T07:15:00Z,2024-05-03T07:15:00Z,2024-05-03T07:15:00Z,Specific_Conductivity,66.09
2024-05-03T07:15:00Z,2024-05-03T07:15:00Z,2024-05-03T07:15:00Z,FDOM,2.24
2024-05-03T07:15:00Z,2024-05-03T07:15:00Z,2024-05-03T07:15:00Z,DO,10.26
2024-05-03T07:15:00Z,2024-05-03T07:15:00Z,2024-05-03T07:15:00Z,DO_Sat,NA
2024-05-03T07:15:00Z,2024-05-03T07:15:00Z,2024-05-03T07:15:00Z,Chl-a,0.03
2024-05-03T07:15:00Z,2024-05-03T07:15:00Z,2024-05-03T07:15:00Z,Temperature,2.57
2024-05-03T07:00:00Z,2024-05-03T07:00:00Z,2024-05-03T07:00:00Z,Depth,1.44
2024-05-03T07:00:00Z,2024-05-03T07:00:00Z,2024-05-03T07:00:00Z,pH,7.53
2024-05-03T07:00:00Z,2024-05-03T07:00:00Z,2024-05-03T07:00:00Z,Turbidity,9.94
2024-05-03T07:00:00Z,2024-05-03T07:00:00Z,2024-05-03T07:00:00Z,Specific_Conductivity,66.01
2024-05-03T07:00:00Z,2024-05-03T07:00:00Z,2024-05-03T07:00:00Z,FDOM,2.24
2024-05-03T07:00:00Z,2024-05-03T07:00:00Z,2024-05-03T07:00:00Z,DO,10.26
2024-05-03T07:00:00Z,2024-05-03T07:00:00Z,2024-05-03T07:00:00Z,DO_Sat,NA
2024-05-03T07:00:00Z,2024-05-03T07:00:00Z,2024-05-03T07:00:00Z,Chl-a,0.04
2024-05-03T07:00:00Z,2024-05-03T07:00:00Z,2024-05-03T07:00:00Z,Temperature,NA
